# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
I_dsDNAviruses	Unassigned	Papillomaviridae		Xipapillomavirus	Papillomaviridae	Xipapillomavirus 2 (Bos taurus papillomavirus 12)	JF834523	NC_028126	JF834523	Bovine papillomavirus type 12 isolate PR000001, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Papillomaviridae		Xipapillomavirus	Papillomaviridae	Xipapillomavirus 3 (Rangifer tarandus papillomavirus 2)	KC810012	NC_021930	KC810012	Rangifer tarandus papillomavirus 2 isolate RtPV2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Papillomaviridae		Zetapapillomavirus	Papillomaviridae	Zetapapillomavirus 1 (Equus caballus papillomavirus 1)	AF498323	NC_003748	AF498323	Equus caballus papillomavirus type 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Phycodnaviridae		Chlorovirus	Phycodnaviridae	Acanthocystis turfacea chlorella virus 1	EF101928	NC_008724	EF101928	Acanthocystis turfacea Chlorella virus 1, complete genome.	algae
I_dsDNAviruses	Unassigned	Phycodnaviridae		Chlorovirus	Phycodnaviridae	Paramecium bursaria Chlorella virus 1	JF411744	NC_000852	JF411744	Paramecium bursaria Chlorella virus 1 (PBCV-1), complete genome.	algae
I_dsDNAviruses	Unassigned	Phycodnaviridae		Chlorovirus	Phycodnaviridae	Paramecium bursaria Chlorella virus NY2A	DQ491002	NC_009898	DQ491002	Paramecium bursaria Chlorella virus NY2A Chlorella virus NY2A ctg_13 genomic sequence.	algae
I_dsDNAviruses	Unassigned	Phycodnaviridae		Coccolithovirus	Phycodnaviridae	Emiliania huxleyi virus 86	AJ890364	NC_007346	AJ890364	Emiliania huxleyi virus 86 isolate EhV86.	algae
I_dsDNAviruses	Unassigned	Phycodnaviridae		Phaeovirus	Phycodnaviridae	Ectocarpus siliculosus virus 1	AF204951	NC_002687	AF204951	Ectocarpus siliculosus virus, complete genome.	algae
I_dsDNAviruses	Unassigned	Phycodnaviridae		Phaeovirus	Phycodnaviridae	Feldmannia species virus	EU916176	NC_011183	EU916176	Feldmannia species virus isolate FsV-158, complete genome.	algae
I_dsDNAviruses	Unassigned	Phycodnaviridae		Prasinovirus	Phycodnaviridae	Ostreococcus tauri virus OtV5	EU304328	NC_010191	EU304328	Ostreococcus tauri virus OtV5, complete genome.	algae
I_dsDNAviruses	Unassigned	Phycodnaviridae		Raphidovirus	Phycodnaviridae	Heterosigma akashiwo virus 01	KX008963		KX008963	Heterosigma akashiwo virus 01 isolate HaV53, complete genome.	algae
I_dsDNAviruses	Unassigned	Polydnaviridae		Bracovirus	Polydnaviridae	Cotesia congregata bracovirus	AJ632330, AJ632320, AJ632317, AJ632329, AJ632306, AJ632304, AJ632324, AJ632310, AJ632316, AJ632331, AJ632328, AJ632322, AJ632321, AJ632333, AJ632315, AJ632312, AJ632307, AJ632326, AJ632309, AJ632319, AJ632305, AJ632308, AJ632313, AJ632325, AJ632314, AJ632327, AJ632332, AJ632318, AJ632311, AJ632323	NC_006659, NC_006649, NC_006646, NC_006658, NC_006635, NC_006633, NC_006653, NC_006639, NC_006645, NC_006660, NC_006657, NC_006651, NC_006650, NC_006662, NC_006644, NC_006641, NC_006636, NC_006655, NC_006638, NC_006648, NC_006634, NC_006637, NC_006642, NC_006654, NC_006643, NC_006656, NC_006661, NC_006647, NC_006640, NC_006652	AJ632330, AJ632320, AJ632317, AJ632329, AJ632306, AJ632304, AJ632324, AJ632310, AJ632316, AJ632331, AJ632328, AJ632322, AJ632321, AJ632333, AJ632315, AJ632312, AJ632307, AJ632326, AJ632309, AJ632319, AJ632305, AJ632308, AJ632313, AJ632325, AJ632314, AJ632327, AJ632332, AJ632318, AJ632311, AJ632323	Cotesia congregata virus complete genome, segment Circle32., Cotesia congregata virus complete genome, segment Circle18., Cotesia congregata virus complete genome, segment Circle14., Cotesia congregata virus complete genome, segment Circle31., Cotesia congregata virus complete genome, segment Circle3., Cotesia congregata virus complete genome, segment Circle1., Cotesia congregata virus complete genome, segment Circle22., Cotesia congregata virus complete genome, segment Circle7., Cotesia congregata virus complete genome, segment Circle13., Cotesia congregata virus complete genome, segment Circle33., Cotesia congregata virus complete genome, segment Circle30., Cotesia congregata virus complete genome, segment Circle20., Cotesia congregata virus complete genome, segment Circle19., Cotesia congregata virus complete genome, segment Circle36., Cotesia congregata virus complete genome, segment Circle12., Cotesia congregata virus complete genome, segment Circle9., Cotesia congregata virus complete genome, segment Circle4., Cotesia congregata virus complete genome, segment Circle25., Cotesia congregata virus complete genome, segment Circle6., Cotesia congregata virus complete genome, segment Circle17., Cotesia congregata virus complete genome, segment Circle2., Cotesia congregata virus complete genome, segment Circle5., Cotesia congregata virus complete genome, segment Circle10., Cotesia congregata virus complete genome, segment Circle23., Cotesia congregata virus complete genome, segment Circle11., Cotesia congregata virus complete genome, segment Circle26., Cotesia congregata virus complete genome, segment Circle35., Cotesia congregata virus complete genome, segment Circle15., Cotesia congregata virus complete genome, segment Circle8., Cotesia congregata virus complete genome, segment Circle21.	invertebrates
I_dsDNAviruses	Unassigned	Polydnaviridae		Ichnovirus	Polydnaviridae	Campoletis sonorensis ichnovirus	AY029400, AF004378, U41655, AY029398, AY029397, AF361487, AY029396, AY029395, AY029394, AF362517, AF362515, AF362514, AF362516, AF362513, AF362512, AF362510, AF362511, AF361488, AF362509, AF361869, AF362507, AF362508, AF411011	NC_008002, NC_008007, NC_008003, NC_008001, NC_008000, NC_007985, NC_007999, NC_007998, NC_008006, NC_007996, NC_007994, NC_007993, NC_007995, NC_007992, NC_007991, NC_007989, NC_007990, NC_008004, NC_007988, NC_008008, NC_007986, NC_007987, NC_008005	AY029400, AF004378, U41655, AY029398, AY029397, AF361487, AY029396, AY029395, AY029394, AF362517, AF362515, AF362514, AF362516, AF362513, AF362512, AF362510, AF362511, AF361488, AF362509, AF361869, AF362507, AF362508, AF411011	Campoletis sonorensis ichnovirus segment Z, complete sequence., Campoletis sonorensis virus cysteine-rich protein (WHv1.0) and cysteine-rich protein (WHv1.6) genes, complete cds., Campoletis sonorensis ichnovirus segment V, complete sequence., Campoletis sonorensis ichnovirus segment U, complete sequence., Campoletis sonorensis ichnovirus segment T, complete sequence., Campoletis sonorensis ichnovirus segment Q, complete sequence., Campoletis sonorensis ichnovirus segment P, complete sequence., Campoletis sonorensis ichnovirus segment O1, complete sequence., Campoletis sonorensis ichnovirus segment N, complete sequence., Campoletis sonorensis ichnovirus segment M, complete sequence., Campoletis sonorensis ichnovirus segment L, complete sequence., Campoletis sonorensis ichnovirus segment J, complete sequence., Campoletis sonorensis ichnovirus segment I2, complete sequence., Campoletis sonorensis ichnovirus segment I, complete sequence., Campoletis sonorensis ichnovirus segment H, complete sequence., Campoletis sonorensis ichnovirus segment G, complete sequence., Campoletis sonorensis ichnovirus segment G2, complete sequence., Campoletis sonorensis ichnovirus segment F, complete sequence., Campoletis sonorensis ichnovirus segment E, complete sequence., Campoletis sonorensis ichnovirus superhelical segment D, partial sequence., Campoletis sonorensis ichnovirus segment C, complete sequence., Campoletis sonorensis ichnovirus segment B, complete sequence., Campoletis sonorensis ichnovirus superhelical segment A, complete sequence.	invertebrates
I_dsDNAviruses	Unassigned	Polydnaviridae		Ichnovirus	Polydnaviridae	Glypta fumiferanae ichnovirus	AB290007, AB290006, AB290005, AB290004, AB290003, AB290002, AB290001, AB290000, AB289999, AB289998, AB289997, AB289996, AB289995, AB289994, AB289993, AB289992, AB289991, AB289990, AB289989, AB289988, AB289987, AB289986, AB289985, AB289984, AB289983, AB289982, AB289981, AB289980, AB289979, AB289978, AB289977, AB289976, AB289975, AB289974, AB289973, AB289972, AB289971, AB289970, AB289969, AB289968, AB289967, AB289966, AB289965, AB289964, AB289963, AB289962, AB289961, AB289960, AB289959, AB289957, AB289958, AB289956, AB289955, AB289954, AB289953, AB289952, AB289951, AB289950, AB289949, AB289948, AB289947, AB289946, AB289945, AB289944, AB289943, AB289942, AB289941, AB289940, AB289939, AB289938, AB289937, AB289936, AB289935, AB289933, AB289934, AB289932, AB289931, AB289930, AB289929, AB289928, AB289927, AB289926, AB289925, AB289924, AB289923, AB289922, AB289921, AB289920, AB289919, AB289918, AB289917, AB289916, AB289915, AB289914, AB289913, AB289911, AB289912, AB289910, AB289909, AB289908, AB289907, AB289906, AB289905, AB289904, AB289903	NC_008932, NC_008931, NC_008930, NC_008929, NC_008941, NC_008928, NC_008927, NC_008926, NC_008925, NC_008924, NC_008923, NC_008922, NC_008921, NC_008920, NC_008919, NC_008918, NC_008917, NC_008916, NC_008915, NC_008914, NC_008913, NC_008912, NC_008940, NC_008911, NC_008910, NC_008909, NC_008908, NC_008907, NC_008906, NC_008939, NC_008905, NC_008904, NC_008903, NC_008902, NC_008901, NC_008900, NC_008899, NC_008898, NC_008897, NC_008896, NC_008895, NC_008938, NC_008894, NC_008893, NC_008892, NC_008891, NC_008890, NC_008937, NC_008889, NC_008887, NC_008888, NC_008886, NC_008885, NC_008884, NC_008883, NC_008882, NC_008881, NC_008880, NC_008879, NC_008936, NC_008878, NC_008877, NC_008876, NC_008875, NC_008874, NC_008935, NC_008873, NC_008872, NC_008871, NC_008870, NC_008869, NC_008868, NC_008867, NC_008865, NC_008866, NC_008864, NC_008863, NC_008934, NC_008862, NC_008861, NC_008860, NC_008859, NC_008858, NC_008857, NC_008856, NC_008855, NC_008854, NC_008853, NC_008852, NC_008851, NC_008850, NC_008849, NC_008848, NC_008933, NC_008847, NC_008845, NC_008846, NC_008844, NC_008843, NC_008842, NC_008841, NC_008840, NC_008839, NC_008838, NC_008837	AB290007, AB290006, AB290005, AB290004, AB290003, AB290002, AB290001, AB290000, AB289999, AB289998, AB289997, AB289996, AB289995, AB289994, AB289993, AB289992, AB289991, AB289990, AB289989, AB289988, AB289987, AB289986, AB289985, AB289984, AB289983, AB289982, AB289981, AB289980, AB289979, AB289978, AB289977, AB289976, AB289975, AB289974, AB289973, AB289972, AB289971, AB289970, AB289969, AB289968, AB289967, AB289966, AB289965, AB289964, AB289963, AB289962, AB289961, AB289960, AB289959, AB289957, AB289958, AB289956, AB289955, AB289954, AB289953, AB289952, AB289951, AB289950, AB289949, AB289948, AB289947, AB289946, AB289945, AB289944, AB289943, AB289942, AB289941, AB289940, AB289939, AB289938, AB289937, AB289936, AB289935, AB289933, AB289934, AB289932, AB289931, AB289930, AB289929, AB289928, AB289927, AB289926, AB289925, AB289924, AB289923, AB289922, AB289921, AB289920, AB289919, AB289918, AB289917, AB289916, AB289915, AB289914, AB289913, AB289911, AB289912, AB289910, AB289909, AB289908, AB289907, AB289906, AB289905, AB289904, AB289903	Glypta fumiferanae ichnovirus DNA, segment E1, complete sequence., Glypta fumiferanae ichnovirus DNA, segment D7, complete sequence., Glypta fumiferanae ichnovirus DNA, segment D6, complete sequence., Glypta fumiferanae ichnovirus DNA, segment D5, complete sequence., Glypta fumiferanae ichnovirus DNA, segment D4, complete sequence., Glypta fumiferanae ichnovirus DNA, segment D3, complete sequence., Glypta fumiferanae ichnovirus DNA, segment D2, complete sequence., Glypta fumiferanae ichnovirus DNA, segment D1, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C22, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C21, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C20, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C19, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C18, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C17, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C16, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C15, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C14, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C13, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C12, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C11, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C10, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C9, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C8, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C7, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C6, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C5, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C4, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C3, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C2, complete sequence., Glypta fumiferanae ichnovirus DNA, segment C1, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B65, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B64, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B63, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B62, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B61, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B60, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B59, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B58, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B57, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B56, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B55, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B54, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B53, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B52, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B51, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B50, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B49, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B48, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B47, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B45, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B46, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B44, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B43, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B42, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B41, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B40, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B39, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B38, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B37, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B36, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B35, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B34, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B33, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B32, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B31, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B30, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B29, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B28, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B27, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B26, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B25, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B24, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B23, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B21, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B22, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B20, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B19, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B18, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B17, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B16, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B15, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B14, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B13, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B12, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B11, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B10, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B9, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B8, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B7, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B6, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B5, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B4, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B3, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B2, complete sequence., Glypta fumiferanae ichnovirus DNA, segment B1, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A9, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A10, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A8, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A7, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A6, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A5, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A4, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A3, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A2, complete sequence., Glypta fumiferanae ichnovirus DNA, segment A1, complete sequence.	invertebrates
I_dsDNAviruses	Unassigned	Polydnaviridae		Ichnovirus	Polydnaviridae	Hyposoter fugitivus ichnovirus	AB291209, AB291208, AB291207, AB291205, AB291204, AB291203, AB291206, AB291202, AB291201, AB291200, AY563519, AB291199, AB291198, AB291197, AB291196, AB291195, AB291194, AB291193, AB291192, AY547319, AB291191, AB291190, AB291189, AY556384, AB291188, AY577429, AB291187, AB291186, AB291185, AB291184, AB291183, AB291182, AB291181, AY570799, AB291180, AB291179, AY577428, AB291178, AB291177, AB291176, AB291175, AB291174, AY570798, AB291172, AB291173, AY597814, AY563518, AB291171, AB291170, AB291169, AB291168, AB291167, AY935249, AB291166, AB291165, AY556383	NC_008998, NC_008997, NC_009003, NC_008995, NC_008994, NC_008993, NC_008996, NC_008992, NC_008991, NC_008990, NC_008950, NC_008989, NC_008988, NC_008987, NC_008986, NC_008985, NC_009002, NC_008984, NC_008983, NC_008946, NC_008982, NC_008981, NC_009001, NC_008948, NC_008980, NC_008954, NC_008979, NC_008978, NC_008977, NC_008976, NC_008973, NC_008972, NC_008971, NC_008952, NC_008970, NC_008969, NC_008953, NC_008968, NC_008967, NC_009000, NC_008966, NC_008965, NC_008951, NC_008963, NC_008964, NC_008955, NC_008949, NC_008999, NC_008962, NC_008961, NC_008960, NC_008959, NC_008956, NC_008958, NC_008957, NC_008947	AB291209, AB291208, AB291207, AB291205, AB291204, AB291203, AB291206, AB291202, AB291201, AB291200, AY563519, AB291199, AB291198, AB291197, AB291196, AB291195, AB291194, AB291193, AB291192, AY547319, AB291191, AB291190, AB291189, AY556384, AB291188, AY577429, AB291187, AB291186, AB291185, AB291184, AB291183, AB291182, AB291181, AY570799, AB291180, AB291179, AY577428, AB291178, AB291177, AB291176, AB291175, AB291174, AY570798, AB291172, AB291173, AY597814, AY563518, AB291171, AB291170, AB291169, AB291168, AB291167, AY935249, AB291166, AB291165, AY556383	Hyposoter fugitivus ichnovirus DNA, segment G1, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment E2, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment E1, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D11, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D10, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D9, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D12, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D8, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D7, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D6, complete sequence., Hyposoter fugitivus ichnovirus segment D5, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D4, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D3, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D2, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment D1, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C20, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C19, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C18, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C17, complete sequence., Hyposoter fugitivus ichnovirus segment C16, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C15, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C14, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C13, complete sequence., Hyposoter fugitivus ichnovirus segment C12, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C11, complete sequence., Hyposoter fugitivus ichnovirus segment C10, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C9, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C8, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C7, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C6, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C5, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C4, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C3, complete sequence., Hyposoter fugitivus ichnovirus segment C2, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment C1, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B18, complete sequence., Hyposoter fugitivus ichnovirus segment B17, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B16, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B15, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B14, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B13, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B12, complete sequence., Hyposoter fugitivus ichnovirus segment B11, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B9, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B10, complete sequence., Hyposoter fugitivus ichnovirus segment B8, complete sequence., Hyposoter fugitivus ichnovirus segment B7, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B6, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B5, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B4, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B3, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment B2, complete sequence., Hyposoter fugitivus ichnovirus segment B1, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment A3, complete sequence., Hyposoter fugitivus ichnovirus DNA, segment A2, complete sequence., Hyposoter fugitivus ichnovirus segment A1, complete sequence.	invertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Acerodon celebensis polyomavirus 1 (Bat polyomavirus 5b)	AB972940		AB972940	Bat polyomavirus 5b DNA, complete genome, isolate: 5b-2.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Artibeus planirostris polyomavirus 1	JQ958887		JQ958887	Artibeus planirostris polyomavirus 1 isolate R104, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Artibeus planirostris polyomavirus 2	JQ958886		JQ958886	Artibeus planirostris polyomavirus 2 isolate A1055, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Ateles paniscus polyomavirus 1	JX159987	NC_019853	JX159987	Ateles paniscus polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Cardioderma cor polyomavirus 1	JX520659	NC_020067	JX520659	Cardioderma polyomavirus isolate KY336, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Carollia perspicillata polyomavirus 1	JQ958889	NC_028120	JQ958889	Carollia perspicillata polyomavirus 1 isolate C1109, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Chlorocebus pygerythrus polyomavirus 1	AB767298	NC_019844	AB767298	Vervet monkey polyomavirus 1 DNA, complete genome, isolate: VMS96.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Chlorocebus pygerythrus polyomavirus 3	AB767297	NC_025898	AB767297	Vervet monkey polyomavirus 3 DNA, complete genome, isolate: VMS95/VMS97.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Dobsonia moluccensis polyomavirus 1 (Bat polyomavirus 5a)	AB972945	NC_026768	AB972945	Bat polyomavirus 5a DNA, complete genome, isolate: 5a.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Eidolon helvum polyomavirus 1	JX520660	NC_020068	JX520660	Eidolon polyomavirus 1 isolate KY270, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Gorilla gorilla polyomavirus 1	HQ385752	NC_025380	HQ385752	Gorilla gorilla gorilla polyomavirus 1 isolate 5766, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Human polyomavirus 12	JX308829	NC_020890	JX308829	Human polyomavirus 12 strain hu1403, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Human polyomavirus 13	KF954417	NC_024118	KF954417	New Jersey polyomavirus-2013 isolate NJ-PyV-2013, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Human polyomavirus 5	HM011556	NC_010277	HM011556	Merkel cell polyomavirus isolate R17b, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Human polyomavirus 8	GU989205	NC_014361	GU989205	Trichodysplasia spinulosa-associated polyomavirus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Human polyomavirus 9	HQ696595	NC_015150	HQ696595	Human polyomavirus 9 isolate HPyV9, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Macaca fascicularis polyomavirus 1	JX159986	NC_019851	JX159986	Macaca fascicularis polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Mesocricetus auratus polyomavirus 1	JX036360	NC_001663	JX036360	Hamster polyomavirus isolate Berlin-Buch, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Molossus molossus polyomavirus 1	JQ958893	NC_028123	JQ958893	Molossus molossus polyomavirus 1 isolate B1130, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Mus musculus polyomavirus 1	AF442959	NC_001515	AF442959	Murine polyomavirus strain BG, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Otomops martiensseni polyomavirus 1	JX520664	NC_020071	JX520664	Otomops polyomavirus 1 isolate KY157, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Otomops martiensseni polyomavirus 2	JX520658	NC_020066	JX520658	Otomops polyomavirus 2 isolate KY156, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Pan troglodytes polyomavirus 1	FR692334	NC_014743	FR692334	Chimpanzee polyomavirus complete genome, isolate Bob.	vertebrates
