# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Pan troglodytes polyomavirus 2	HQ385746	NC_025368	HQ385746	Pan troglodytes verus polyomavirus 1a isolate 6444, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Pan troglodytes polyomavirus 3	HQ385748	NC_025370	HQ385748	Pan troglodytes verus polyomavirus 2a isolate 6512, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Pan troglodytes polyomavirus 4	JX159980	NC_019855	JX159980	Pan troglodytes verus polyomavirus 3, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Pan troglodytes polyomavirus 5	JX159981	NC_019856	JX159981	Pan troglodytes verus polyomavirus 4, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Pan troglodytes polyomavirus 6	JX159982	NC_019857	JX159982	Pan troglodytes verus polyomavirus 5, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Papio cynocephalus polyomavirus 1	AB767294	NC_025894	AB767294	Yellow baboon polyomavirus 1 DNA, complete genome, isolate: BS20.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Piliocolobus rufomitratus polyomavirus 1	JX159984	NC_019850	JX159984	Piliocolobus rufomitratus polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Pongo abelii polyomavirus 1	FN356901	NC_028127	FN356901	Sumatran orang-utan polyomavirus complete genome, isolate Pi.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Pongo pygmaeus polyomavirus 1	FN356900	NC_013439	FN356900	Bornean orang-utan polyomavirus complete genome, isolate Bo.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Procyon lotor polyomavirus 1	JQ178241	NC_023845	JQ178241	Raccoon polyomavirus strain R45, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Pteropus vampyrus polyomavirus 1	AB972944	NC_026767	AB972944	Bat polyomavirus 5b DNA, complete genome, isolate: 5b-1.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Rattus norvegicus polyomavirus 1	KR075943	NC_027531	KR075943	Rattus norvegicus polyomavirus 1 isolate 3690, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Alphapolyomavirus	Polyomaviridae	Sturnira lilium polyomavirus 1	JQ958888		JQ958888	Sturnira lilium polyomavirus 1 isolate B0454, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Acerodon celebensis polyomavirus 2	AB972941	NC_026762	AB972941	Bat polyomavirus 6a DNA, complete genome, isolate: 6a.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Artibeus planirostris polyomavirus 3	JQ958890		JQ958890	Artibeus planirostris polyomavirus 3 isolate A504, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Cebus albifrons polyomavirus 1	JX159988	NC_019854	JX159988	Cebus albifrons polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Cercopithecus erythrotis polyomavirus 1	JX159985	NC_025892	JX159985	Cercopithecus erythrotis polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Chlorocebus pygerythrus polyomavirus 2	AB767299	NC_025896	AB767299	Vervet monkey polyomavirus 2 DNA, complete genome, isolate: VMK96.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Desmodus rotundus polyomavirus 1	JQ958892	NC_028122	JQ958892	Desmodus rotundus polyomavirus 1 isolate AT7, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Dobsonia moluccensis polyomavirus 2	AB972947	NC_026770	AB972947	Bat polyomavirus 6b DNA, complete genome, isolate: 6b.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Dobsonia moluccensis polyomavirus 3	AB972946	NC_026769	AB972946	Bat polyomavirus 6c DNA, complete genome, isolate: 6c.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Equus caballus polyomavirus 1	JQ412134	NC_017982	JQ412134	Equus caballus polyomavirus 1 isolate CU03, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Human polyomavirus 1	V01108	NC_001538	V01108	Human BK virus (strain Dunlop) genome. (Closely related to SV40.).	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Human polyomavirus 2	J02226	NC_001699	J02226	JC virus complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Human polyomavirus 3	EF127906	NC_009238	EF127906	KI polyomavirus Stockholm 60, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Human polyomavirus 4	EF444549	NC_009539	EF444549	WU Polyomavirus strain B0, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Loxodonta africana polyomavirus 1	KF147833	NC_022519	KF147833	African elephant polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Macaca mulatta polyomavirus 1	J02400	NC_001669	J02400	Simian virus 40 complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Mastomys natalensis polyomavirus 1	AB588640	NC_025895	AB588640	Mastomys polyomavirus DNA, complete genome, isolate: NR55.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Meles meles polyomavirus 1	KP644238	NC_026473	KP644238	Meles meles polyomavirus 1 isolate French, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Microtus arvalis polyomavirus 1 (Common vole polyomavirus)	KR612373	NC_028119	KR612373	Common vole polyomavirus isolate KS13/0947, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Miniopterus africanus polyomavirus 1	JX520661	NC_020069	JX520661	Miniopterus polyomavirus isolate KY369, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Mus musculus polyomavirus 2	M55904	NC_001505	M55904	Murine pneumotropic virus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Myodes glareolus polyomavirus 1 (Bank vole polyomavirus)	KR612368	NC_028117	KR612368	Bank vole polyomavirus isolate KS/14/281, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Myotis lucifugus polyomavirus 1	FJ188392	NC_011310	FJ188392	Myotis polyomavirus VM-2008 isolate 14, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Pan troglodytes polyomavirus 7	JX159983	NC_019858	JX159983	Pan troglodytes schweinfurthii polyomavirus 2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Pan troglodytes polyomavirus 8	KT884050	NC_028635	KT884050	Pan troglodytes verus polyomavirus 8 isolate Ch-Regina, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Papio cynocephalus polyomavirus 2	AB767295		AB767295	Yellow baboon polyomavirus 2 DNA, complete genome, isolate: BS94/BK94.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Pteronotus davyi polyomavirus 1	JX520662	NC_020070	JX520662	Pteronotus polyomavirus isolate GTM203, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Pteronotus parnellii polyomavirus 1	JQ958891	NC_028121	JQ958891	Pteronotus parnellii polyomavirus 1 isolate R266, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Saimiri boliviensis polyomavirus 1	AM748741	NC_009951	AM748741	Squirrel monkey polyomavirus complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Saimiri sciureus polyomavirus 1	JX159989	NC_006966	JX159989	Saimiri sciureus polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Betapolyomavirus	Polyomaviridae	Zalophus californianus polyomavirus 1	GQ331138	NC_013796	GQ331138	California sea lion polyomavirus 1 strain CSL6994, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Deltapolyomavirus	Polyomaviridae	Human polyomavirus 10 (MW polyomavirus)	JQ898291	NC_018102	JQ898291	MW polyomavirus strain MA095, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Deltapolyomavirus	Polyomaviridae	Human polyomavirus 11 (STL polyomavirus)	JX463183	NC_020106	JX463183	STL polyomavirus strain MA138, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Deltapolyomavirus	Polyomaviridae	Human polyomavirus 6	HM011560	NC_014406	HM011560	Polyomavirus HPyV6 isolate 607a, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Deltapolyomavirus	Polyomaviridae	Human polyomavirus 7	HM011566	NC_014407	HM011566	Polyomavirus HPyV7 isolate 713a, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Gammapolyomavirus	Polyomaviridae	Anser anser polyomavirus 1	AY140894	NC_004800	AY140894	Goose hemorrhagic polyomavirus isolate Germany 2001, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Gammapolyomavirus	Polyomaviridae	Aves polyomavirus 1	AF241168	NC_004764	AF241168	Budgerigar fledgling disease virus - 1 agnoprotein genes, complete cds, alternatively spliced; and virus protein 2, virus protein 3, virus protein 1, large T antigen, and small t antigen genes, complete cds.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Gammapolyomavirus	Polyomaviridae	Corvus monedula polyomavirus 1	DQ192570	NC_007922	DQ192570	Corvus monedula polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Gammapolyomavirus	Polyomaviridae	Cracticus torquatus polyomavirus 1	KF360862	NC_023008	KF360862	Butcherbird polyomavirus isolate AWH19840, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Gammapolyomavirus	Polyomaviridae	Pygoscelis adeliae polyomavirus 1	KP033140	NC_026141	KP033140	Adelie penguin polyomavirus isolate AdPyV_Crozier_2012, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Gammapolyomavirus	Polyomaviridae	Pyrrhula pyrrhula polyomavirus 1	DQ192571	NC_007923	DQ192571	Pyrrhula pyrrhula polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Gammapolyomavirus	Polyomaviridae	Serinus canaria polyomavirus 1	GU345044	NC_017085	GU345044	Canary polyomavirus isolate CaPyV-Ha09, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	African green monkey polyomavirus	K02562	NC_004763	K02562	African green monkey polyomavirus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Bat polyomavirus 6d	AB972943	NC_026766	AB972943	Bat polyomavirus 6d DNA, complete genome, isolate: 6d-1.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Bos taurus polyomavirus 1	D13942	NC_001442	D13942	Bovine polyomavirus DNA, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Bovine polyomavirus 2	KM111535	NC_025811	KM111535	Bovine polyomavirus 2 strain BPyV2-SF, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Bovine polyomavirus 3	KM496326	NC_025800	KM496326	Bovine polyomavirus-3 isolate 3S5, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Centropristis striata polyomavirus 1	KP071318	NC_025790	KP071318	Black sea bass polyomavirus 1 isolate 2835, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Chaerephon polyomavirus 1	JX520657	NC_020065	JX520657	Chaerephon polyomavirus 1 isolate KY397, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Giant guitarfish polyomavirus 1	KP264963	NC_026244	KP264963	Giant guitarfish polyomavirus 1 isolate UGA1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Leptonychotes weddellii polyomavirus 1	KX533457	NC_032120	KX533457	Leptonychotes weddellii polyomavirus 1 isolate WSK37, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Marbled eel polyomavirus	KU221231	NC_030148	KU221231	Marbled eel polyomavirus isolate AMV-1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Pan troglodytes troglodytes polyomavirus 1	KT184855	NC_027532	KT184855	Pan troglodytes troglodytes polyomavirus 1 isolate F514.1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Rattus norvegicus polyomavirus 2	KX808699	NC_032005	KX808699	Rattus norvegicus polyomavirus 2 isolate 1014-2016-2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Sea otter polyomavirus 1	KM282376	NC_025259	KM282376	Sea otter polyomavirus 1 isolate 6831-13, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Sheep polyomavirus 1	KP890267	NC_026942	KP890267	Sheep polyomavirus 1 isolate VH4-S14 from USA, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Simian virus 12	AY614708	NC_007611	AY614708	Simian agent 12, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Sparus aurata polyomavirus 1	KX643371	NC_030838	KX643371	Sparus aurata polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Tadarida brasiliensis polyomavirus 1	KM655868	NC_026012	KM655868	Tadarida brasiliensis polyomavirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Tadarida brasiliensis polyomavirus 2	KM655869	NC_026015	KM655869	Tadarida brasiliensis polyomavirus 2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Polyomaviridae		Unassigned	Polyomaviridae	Trematomus polyomavirus 1	KP768176	NC_026944	KP768176	Trematomus polyomavirus 1 isolate PES6, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Poxviridae	Canarypox virus	AY318871	NC_005309	AY318871	Canarypox virus strain ATCC VR-111, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Poxviridae	Fowlpox virus	AF198100	NC_002188	AF198100	Fowlpox virus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Poxviridae	Penguinpox virus	KJ859677	NC_024446	KJ859677	Penguinpox virus isolate PSan92, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Poxviridae	Pigeonpox virus	KJ801920	NC_024447	KJ801920	Pigeonpox virus isolate FeP2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Avipoxvirus	Poxviridae	Turkeypox virus	KP728110	NC_028238	KP728110	Turkeypox virus strain TKPV-HU1124/2011, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Capripoxvirus	Poxviridae	Goatpox virus	AY077835	NC_004003	AY077835	Goatpox virus Pellor, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Capripoxvirus	Poxviridae	Lumpy skin disease virus	AF325528	NC_003027	AF325528	Lumpy skin disease virus NI-2490 isolate Neethling 2490, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Capripoxvirus	Poxviridae	Sheeppox virus	AY077832	NC_004002	AY077832	Sheeppox virus 10700-99 strain TU-V02127, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Cervidpoxvirus	Poxviridae	Deerpox virus W-848-83	AY689436	NC_006966	AY689436	Deerpox virus W-848-83, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Cervidpoxvirus	Poxviridae	Mule deerpox virus	AY689437		AY689437	Deerpox virus W-1170-84, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Crocodylidpoxvirus	Poxviridae	Nile crocodilepox virus	DQ356948	NC_008030	DQ356948	Nile crocodilepox virus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Poxviridae	Myxoma virus	AF170726	NC_001132	AF170726	Myxoma virus strain Lausanne, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Leporipoxvirus	Poxviridae	Rabbit fibroma virus	AF170722	NC_001266	AF170722	Rabbit fibroma virus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Molluscipoxvirus	Poxviridae	Molluscum contagiosum virus	U60315	NC_001731	U60315	Molluscum contagiosum virus subtype 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Camelpox virus	AF438165	NC_003391	AF438165	Camelpox virus M-96 from Kazakhstan, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Cowpox virus	AF482758	NC_003663	AF482758	Cowpox virus strain Brighton Red, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Ectromelia virus	AF012825	NC_004105	AF012825	Ectromelia virus strain Moscow, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Monkeypox virus	AF380138	NC_003310	AF380138	Monkeypox virus strain Zaire-96-I-16, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Raccoonpox virus	KP143769	NC_027213	KP143769	Raccoonpox virus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Skunkpox virus	KU749310	NC_031038	KU749310	Skunkpox virus strain WA, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Taterapox virus	DQ437594	NC_008291	DQ437594	Taterapox virus strain Dahomey 1968, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Vaccinia virus	AY243312	NC_006998	AY243312	Vaccinia virus WR, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Variola virus	X69198	NC_001611	X69198	Variola virus DNA complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Volepox virus	KU749311	NC_031033	KU749311	Volepox virus strain CA, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Orthopoxvirus	Poxviridae	Yoka poxvirus	HQ849551	NC_015960	HQ849551	Yoka poxvirus strain DakArB 4268, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Poxviridae	Bovine papular stomatitis virus	AY386265	NC_005337	AY386265	Bovine papular stomatitis virus strain BV-AR02, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Poxviridae	Orf virus	AY386264	NC_005336	AY386264	Orf virus strain OV-SA00, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Poxviridae	Parapoxvirus of red deer in New Zealand	KM502564	NC_025963	KM502564	Parapoxvirus red deer/HL953 strain HL953, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Parapoxvirus	Poxviridae	Pseudocowpox virus	GQ329670	NC_013804	GQ329670	Pseudocowpox virus strain VR634, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Suipoxvirus	Poxviridae	Swinepox virus	AF410153	NC_003389	AF410153	Swinepox virus isolate 17077-99, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Unassigned	Poxviridae	BeAn 58058 virus	KY094066	NC_032111	KY094066	BeAn 58058 virus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Unassigned	Poxviridae	Pteropox virus	KU980965	NC_030656	KU980965	Pteropox virus strain Australia, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Unassigned	Poxviridae	Squirrelpox virus	HE601899	NC_022563	HE601899	Squirrel poxvirus strain Red squirrel UK complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Yatapoxvirus	Poxviridae	Tanapox virus (Yaba-like disease virus)	AJ293568	NC_002642	AJ293568	Yaba-like disease virus (YLDV), complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Chordopoxvirinae	Yatapoxvirus	Poxviridae	Yaba monkey tumor virus	AY386371	NC_005179	AY386371	Yaba monkey tumor virus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Entomopoxvirinae	Alphaentomopoxvirus	Poxviridae	Anomala cuprea entomopoxvirus	AP013055	NC_023426	AP013055	Anomala cuprea entomopoxvirus DNA, complete genome, strain: CV6M.	invertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Poxviridae	Adoxophyes honmai entomopoxvirus	HF679131	NC_021247	HF679131	Adoxophyes honmai enomopoxvirus 'L', complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Poxviridae	Amsacta moorei entomopoxvirus	AF250284	NC_002520	AF250284	Amsacta moorei entomopoxvirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Poxviridae	Choristoneura biennis entomopoxvirus	HF679132	NC_021248	HF679132	Choristoneura biennis entomopoxvirus 'L', complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Poxviridae	Choristoneura rosaceana entomopoxvirus	HF679133	NC_021249	HF679133	Choristoneura rosaceana entomopoxvirus 'L', complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Entomopoxvirinae	Betaentomopoxvirus	Poxviridae	Mythimna separata entomopoxvirus	HF679134	NC_021246	HF679134	Mythimna separata entomopoxvirus 'L', complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Poxviridae	Entomopoxvirinae	Unassigned	Poxviridae	Melanoplus sanguinipes entomopoxvirus 'O'	AF063866	NC_001993	AF063866	Melanoplus sanguinipes entomopoxvirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Poxviridae		Unassigned	Poxviridae	Cotia virus SPAn232	HQ647181	NC_016924	HQ647181	Cotia virus SPAn232, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Poxviridae		Unassigned	Poxviridae	Salmon gill poxvirus	KT159937	NC_027707	KT159937	Salmon gill poxvirus, complete genome.	vertebrates
